	FID	ID	FIELD	OID_1	YLD00	YLD01	YLD02	YLD03	AVGYLD	ELE	SLOPE	CURV	PRO	PLAN	EC_SH	EC_DP	BAND1	BAND2	BAND3	BAND4	VI00_520	VI00_528	VI00_613	VI00_707	VI00_715	VI00_723	VI00_816	VI00_824	VI00_901	VI00_917	VI01_616	VI01_624	VI01_710	VI01_827	VI01_912	VI02_518	VI02_526	VI02_619	VI02_713	VI02_721	VI02_830	VI02_907	VI02_923	VI03_505	VI03_529	VI03_606	VI03_622	VI03_724	VI03_825	VI03_926	STD00	STD01	STD02	STD03	CV	M3_00	M3_01	M3_02	M3_03	M3_AV	CL_AV	CL_00	CL_01	CL_02	CL_03
795	795	2399	C28	2398	695.7000122000001	645.2999877999999	507.3999938999999	551	599.9000244	1081.42	0.2878	-0.033694	0.004462	-0.029232	6.4000001	10.6999998	98	107	173	110	-0.2396	-0.234	-0.1642	-0.0251	0.0777	0.0833	0.2	0.1528	0.0784	0.0303	-0.2509	-0.2361	-0.1944	0.1622	0.0323	-0.17054263600000003	-0.166077739	-0.224637681	-0.190140845	-0.192307692	0.144230769	0.056994819	-0.022421525	-0.212598425	-0.23636363600000002	-0.21621621600000002	-0.201716738	-0.111111111	0.012820513	-0.03030303	0.73	0.51	0.62	1	0.091	2.0	2.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0
796	796	2400	C28	2399	530.9000244	855.5	406.7000122	396	547.2999877999999	1081.44	0.4094	0.059618	-0.041388	0.01823	6.3000002	7.3000002	96	102	172	104	-0.2476	-0.2319	-0.1923	-0.1051	0.0048	-0.0132	0.1183	0.1429	0.1224	0.0357	-0.2432	-0.2509	-0.1744	0.1622	0.125	-0.17374517399999997	-0.130111524	-0.22509225100000002	-0.158671587	-0.179487179	0.138613861	0.071038251	-0.046728972	-0.2109375	-0.24827586199999999	-0.17073170699999998	-0.22314049600000002	-0.177570093	0.01986755	0.046632124000000004	0.56	0.67	0.5	0	0.105	2.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0
797	797	2453	C28	2452	1171.4000244000001	1833.0	1040.4000244	1231	1318.9000244000001	1080.99	0.3103	-0.006735	0.007742	0.001006	10.1999998	20.7999992	96	97	144	93	-0.2098	-0.2063	-0.1667	0.156	0.2198	0.1897	0.2152	0.1902	0.2982	0.0471	-0.1962	-0.1681	0.0634	0.5721	0.4136	-0.164319249	-0.135371179	-0.2	-0.038095238	0.0	0.347826087	0.301204819	0.136612022	0.006060606	-0.218390805	-0.177083333	-0.16582914599999998	-0.037037037	0.14285714300000002	0.144578313	1.23	1.4400001	1.27	1	0.091	3.0	3.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
798	798	2454	C28	2453	1077.6999512	1757.6999512000002	1039.8000488	1310	1296.1999512	1080.87	0.2059	6.8e-05	-0.001305	-0.001237	11.1000004	23.3999996	92	90	130	87	-0.2125	-0.1984	-0.1698	0.1518	0.2597	0.3333	0.441	0.3627	0.2209	0.0471	-0.1848	-0.1849	0.0571	0.5512	0.4688	-0.163793103	-0.195219124	-0.21632653100000002	-0.108333333	-0.037837838	0.370165746	0.296969697	0.09677419400000001	0.038461537999999997	-0.22433460100000002	-0.177083333	-0.1875	-0.027027027000000002	0.175675676	0.180722892	1.14	1.38	1.27	1	0.12	2.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
799	799	2455	C28	2454	1027.5	1673.8000488	956.7000122000002	1240	1224.5999755999999	1080.76	0.1813	-0.013053	0.00719	-0.005863	12.1000004	24.0	94	90	128	83	-0.2083	-0.1969	-0.175	0.1261	0.1868	0.285	0.3974	0.3301	0.2486	0.057	-0.2127	-0.1849	0.0472	0.5588	0.4479	-0.19658119699999999	-0.203252033	-0.21666666699999998	-0.128630705	-0.064516129	0.362637363	0.26829268300000003	0.068783069	0.04516129	-0.22605364	-0.183246073	-0.18556701	-0.049180327999999995	0.197278912	0.2	1.08	1.3099999	1.17	1	0.116	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
800	800	2456	C28	2455	1125.5999755999999	1649.4000244000001	960.2999877999998	1247	1245.5	1080.7	0.1221	0.001594	-0.002037	-0.000443	10.6000004	21.6000004	90	90	120	82	-0.2056	-0.2016	-0.1646	0.1171	0.2198	0.2784	0.362	0.3333	0.2717	0.0695	-0.2018	-0.1709	0.1024	0.5764	0.4479	-0.17391304300000002	-0.21912350600000002	-0.209876543	-0.133333333	-0.053191489	0.38121547	0.27710843399999996	0.081967213	0.038961038999999996	-0.22007722	-0.18556701	-0.18556701	-0.027027027000000002	0.175675676	0.185628743	1.1900001	1.29	1.17	1	0.077	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
801	801	2457	C28	2456	1227.5	1664.5	990.4000243999999	1230	1278.0999755999999	1080.62	0.224	0.006306	-0.004725	0.001581	10.6999998	19.8999996	96	85	123	84	-0.2056	-0.2078	-0.1572	0.1189	0.2065	0.2653	0.3836	0.3208	0.2398	0.0462	-0.1907	-0.1624	0.0521	0.5631	0.4839	-0.187772926	-0.209486166	-0.211618257	-0.136929461	-0.064516129	0.35195530700000005	0.260606061	0.112359551	0.038961038999999996	-0.218390805	-0.183246073	-0.18367346899999998	-0.074468085	0.16438356199999998	0.154761905	1.29	1.3	1.21	1	0.046	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
802	802	2458	C28	2457	1149.8000488	1667.9000244000001	816.5999756	1208	1210.6999512	1080.52	0.1511	-0.005899	0.00732	0.001421	11.3999996	19.6000004	96	89	127	82	-0.2096	-0.1969	-0.1636	0.1339	0.2283	0.2828	0.362	0.3204	0.2486	0.051	-0.1831	-0.1695	0.0329	0.5423	0.4667	-0.18965517199999998	-0.209486166	-0.219917012	-0.134453782	-0.04395604400000001	0.370165746	0.292682927	0.07777777799999999	0.059602649	-0.223076923	-0.183246073	-0.197969543	-0.053763440999999995	0.16438356199999998	0.144578313	1.21	1.3099999	0.99	1	0.147	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
803	803	2459	C28	2458	1151.0999755999999	1555.3000488	924.4000243999999	1135	1191.4000244000001	1080.5	0.0809	0.004148	-0.002703	0.001445	11.8999996	20.8999996	94	89	119	82	-0.2082	-0.2031	-0.1677	0.1255	0.2283	0.3	0.3902	0.3146	0.2759	0.051	-0.2074	-0.1624	0.0326	0.5132	0.4043	-0.19658119699999999	-0.20306513399999998	-0.21632653100000002	-0.127118644	-0.043478261	0.36956521700000006	0.28143712600000004	0.081967213	0.04516129	-0.223076923	-0.183246073	-0.191919192	-0.038251366	0.175675676	0.12883435599999998	1.21	1.22	1.13	1	0.042	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
804	804	2460	C28	2459	1207.1999512	1506.3000488	936.0	1316	1241.3000488	1080.55	0.146	0.020014	-0.005826	0.014188	10.3000002	19.7999992	88	88	123	84	-0.2095	-0.2016	-0.1463	0.1504	0.2283	0.3065	0.3902	0.3462	0.3103	0.0606	-0.1944	-0.1833	0.0467	0.5026	0.3514	-0.19658119699999999	-0.20588235300000002	-0.21457489899999999	-0.11666666699999999	-0.032608696	0.36559139799999996	0.27380952399999997	0.071823204	0.012658228	-0.22727272699999998	-0.178947368	-0.18	-0.032258065	0.175675676	0.137931034	1.27	1.1799998999999999	1.14	1	0.115	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
805	805	2461	C28	2460	1147.9000244000001	1436.3000488	965.5999756000001	1110	1164.9000244000001	1080.57	0.1275	0.017834	-0.009274	0.008559	11.3000002	18.6000004	92	92	122	84	-0.2054	-0.2077	-0.1617	0.1111	0.2324	0.3	0.3913	0.3084	0.28	0.0667	-0.1831	-0.1574	0.032	0.4947	0.3263	-0.2	-0.218637993	-0.23015873	-0.12033195	-0.04040404	0.362162162	0.26506024100000003	0.04444444400000001	-0.039106145	-0.22727272699999998	-0.191489362	-0.18446601899999998	-0.032258065	0.135135135	0.144578313	1.21	1.13	1.1799998999999999	1	0.033	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
806	806	2462	C28	2461	1216.3000488	1506.5	876.5	1016	1153.9000244000001	1080.55	0.1556	-0.00436	0.000475	-0.003884	10.3000002	16.8999996	92	95	125	87	-0.2107	-0.2105	-0.1497	0.0886	0.2128	0.2745	0.362	0.3396	0.28	0.0606	-0.1889	-0.1721	0.032	0.4796	0.369	-0.189427313	-0.228571429	-0.220883534	-0.119341564	-0.09433962300000001	0.34408602200000005	0.240963855	0.06145251400000001	-0.108910891	-0.223076923	-0.182320442	-0.2	-0.052083332999999996	0.11409396	0.15976331400000002	1.28	1.1799998999999999	1.0700001000000001	1	0.098	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
807	807	2463	C28	2462	1086.5	1481.8000488	864.5999756000001	918	1087.8000488	1080.55	0.1825	-0.005162	0.004876	-0.000286	8.8999996	15.699999800000002	98	92	134	91	-0.2119	-0.2074	-0.1636	0.0717	0.1728	0.2451	0.2892	0.3269	0.2429	0.0918	-0.1946	-0.1779	0.0091	0.4592	0.3723	-0.2	-0.228571429	-0.224	-0.09623431	-0.090047393	0.333333333	0.260606061	0.021505376	-0.15492957699999998	-0.22779922800000002	-0.182320442	-0.19587628899999998	-0.063583815	0.11842105300000001	0.15976331400000002	1.14	1.16	1.05	1	0.083	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
808	808	2464	C28	2463	981.9000243999999	1415.4000244000001	832.7000122000001	821	1012.7000122000002	1080.55	0.2124	-0.005886	0.006906	0.00102	7.8000002	15.300000199999998	98	98	140	93	-0.2222	-0.203	-0.1716	0.037	0.1458	0.1981	0.2683	0.25	0.2222	0.0746	-0.2069	-0.1846	0.0044	0.4518	0.3333	-0.192825112	-0.221052632	-0.215686275	-0.11740890699999999	-0.09677419400000001	0.329787234	0.22891566300000002	0.0	-0.15348837199999998	-0.23076923100000002	-0.178947368	-0.191919192	-0.1	0.11842105300000001	0.088888889	1.03	1.11	1.01	1	0.095	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
809	809	2465	C28	2464	971.5999756000001	1381.4000244000001	751.4000244	685	947.4000243999999	1080.54	0.2195	-0.010109	0.005424	-0.004685	6.6999998	14.1000004	98	100	148	98	-0.2171	-0.2119	-0.1591	0.0413	0.102	0.1731	0.2335	0.2315	0.1848	0.0854	-0.2263	-0.203	-0.0168	0.4286	0.3163	-0.198237885	-0.22535211300000002	-0.21912350600000002	-0.116465863	-0.107142857	0.28648648600000004	0.186046512	-0.070422535	-0.194690265	-0.22779922800000002	-0.2	-0.19	-0.128205128	0.099337748	0.032967033	1.02	1.08	0.92	1	0.153	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	1.0
810	810	2466	C28	2465	820.0	1354.4000244000001	656.2999877999999	600	857.5999756000001	1080.57	0.2165	-0.010654	0.001921	-0.008733	6.3000002	13.0	102	105	165	108	-0.2211	-0.2206	-0.1602	-0.0462	0.0808	0.1362	0.2071	0.2157	0.1758	0.117	-0.2308	-0.2	-0.037	0.4667	0.3469	-0.20535714300000002	-0.23287671199999999	-0.229007634	-0.12350597599999999	-0.125	0.268817204	0.218934911	-0.074766355	-0.198275862	-0.233082707	-0.19587628899999998	-0.194444444	-0.12745098	0.039473684	0.045977011	0.86	1.0599999	0.8	1	0.174	3.0	3.0	3.0	2.0	3.0	1.0	1.0	3.0	1.0	1.0
811	811	2467	C28	2466	869.4000243999999	1435.0	704.0	662	917.7000122000002	1080.66	0.3282	-0.035131	0.023728	-0.011403	6.4000001	14.1000004	98	108	162	106	-0.2171	-0.2206	-0.162	0.004	0.0457	0.0977	0.2262	0.3096	0.2022	0.1192	-0.2263	-0.1815	0.0175	0.508	0.3968	-0.19819819800000002	-0.220689655	-0.22480620199999998	-0.129411765	-0.08411215	0.38121547	0.296969697	0.0	-0.096446701	-0.226277372	-0.197969543	-0.20370370399999999	-0.096446701	0.081081081	0.10588235300000001	0.92	1.12	0.86	1	0.17	3.0	3.0	3.0	2.0	3.0	2.0	2.0	3.0	1.0	1.0
812	812	2468	C28	2467	1093.8000488	1593.4000244000001	843.0	818	1087.0999755999999	1080.95	0.8137	-0.030095	0.014784	-0.015312	8.0	17.0	94	98	151	94	-0.2133	-0.2151	-0.1429	0.0871	0.1414	0.1691	0.35	0.3532	0.2717	0.1212	-0.2069	-0.1888	0.0323	0.4973	0.3956	-0.194570136	-0.222222222	-0.215686275	-0.10204081599999999	-0.044334975	0.406593407	0.329268293	0.076923077	-0.032967033	-0.22794117600000002	-0.18974359	-0.194312796	-0.080213904	0.10810810800000001	0.113636364	1.15	1.25	1.03	1	0.164	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
813	813	2469	C28	2468	1083.0	1374.5999755999999	991.2999877999998	887	1083.9000244000001	1081.33	0.6928	0.043953	-0.009688	0.034265	10.3000002	18.8999996	94	93	138	90	-0.2185	-0.2121	-0.1397	0.1207	0.2108	0.2772	0.443	0.4229	0.314	0.1122	-0.2124	-0.1903	0.032	0.4382	0.326	-0.179245283	-0.216783217	-0.228346457	-0.088607595	-0.043478261	0.41758241799999996	0.31707317100000004	0.1	-0.028248587999999998	-0.23420074300000002	-0.19597989899999999	-0.19607843100000003	-0.064516129	0.144827586	0.005128205	1.14	1.08	1.21	1	0.11	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
814	814	2470	C28	2469	1092.0	1337.6999512	931.4000243999999	968	1082.1999512	1081.41	0.634	0.02485	-0.002971	0.021879	9.8000002	20.0	94	97	139	91	-0.2211	-0.2105	-0.1538	0.1404	0.2108	0.3065	0.443	0.4272	0.314	0.11	-0.2159	-0.1774	0.018	0.4	0.2568	-0.18095238100000002	-0.231292517	-0.20967741899999998	-0.068965517	-0.048543689	0.42222222200000004	0.292682927	0.081967213	-0.092783505	-0.23134328399999998	-0.191919192	-0.198019802	-0.058823529000000006	0.123287671	0.047619048	1.15	1.05	1.13	1	0.059	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
815	815	2471	C28	2470	1166.5999755999999	1385.6999512	872.2000122000002	765	1047.3000488	1081.31	0.603	-0.032067	0.015801	-0.016266	8.6999998	20.5	90	95	140	94	-0.2378	-0.221	-0.1492	0.113	0.2324	0.303	0.3913	0.4271	0.2982	0.0746	-0.2174	-0.1937	0.0273	0.4348	0.337	-0.196172249	-0.219512195	-0.22007722	-0.081545064	-0.043902439	0.40331491700000005	0.283950617	0.065217391	-0.096446701	-0.22846441899999997	-0.18974359	-0.201970443	-0.053191489	0.136986301	0.09782608699999999	1.23	1.09	1.0599999	1	0.17	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
816	816	2472	C28	2471	1261.5	1274.0999755999999	1059.0	848	1110.5999755999999	1081.32	0.7003	-0.006485	0.011112	0.004627	9.6000004	20.5	92	95	138	90	-0.2171	-0.219	-0.1397	0.15	0.2473	0.3026	0.434	0.4187	0.2832	0.0882	-0.2255	-0.1741	0.0326	0.4946	0.3333	-0.179245283	-0.23183391	-0.22480620199999998	-0.017857143	0.0050251259999999996	0.42222222200000004	0.312883436	0.08510638300000001	-0.095477387	-0.22846441899999997	-0.195767196	-0.198019802	-0.053191489	0.13888888900000002	0.10344827599999999	1.33	1.0	1.29	1	0.212	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
817	817	2473	C28	2472	1110.8000488	1284.4000244000001	1064.5	851	1077.8000488	1081.33	0.8767	-0.003374	0.004838	0.001464	9.1000004	19.2999992	92	96	142	93	-0.2313	-0.2151	-0.1366	0.1429	0.2406	0.3402	0.4375	0.4466	0.2717	0.0865	-0.2121	-0.1855	-0.0087	0.4457	0.291	-0.17535545	-0.22648083600000002	-0.21875	-0.013452915	-0.01980198	0.31891891899999997	0.177142857	0.068783069	-0.134615385	-0.22605364	-0.195767196	-0.201970443	-0.10869565199999999	0.111111111	0.093023256	1.17	1.01	1.3	1	0.172	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
818	818	2474	C28	2473	1036.6999512	1342.0	953.5	745	1019.4000243999999	1081.29	1.0158	0.029673	-0.022545	0.007128	8.300000200000001	17.2999992	94	100	145	96	-0.2308	-0.2167	-0.1505	0.0397	0.2432	0.2792	0.362	0.3269	0.2135	0.0493	-0.2155	-0.2119	-0.0417	0.4093	0.2139	-0.136842105	-0.19117647100000001	-0.21400778199999998	-0.062761506	-0.07762557099999999	0.191709845	0.100529101	0.035175879	-0.16964285699999998	-0.23255814	-0.19587628899999998	-0.21461187199999998	-0.11475409800000001	0.074829932	-0.025906736	1.09	1.05	1.16	1	0.157	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
819	819	2475	C28	2474	895.2000122000002	995.5	778.5999756	689	839.7000122000002	1081.25	0.7903	0.025117	-0.035112	-0.009994	9.3999996	16.5	96	102	168	104	-0.246	-0.2274	-0.1606	-0.034	0.1505	0.1724	0.2749	0.3043	0.1694	0.0427	-0.2441	-0.227	-0.0902	0.1429	0.125	-0.12121212099999999	-0.177304965	-0.215384615	-0.154411765	-0.162601626	0.12264150900000001	0.112299465	-0.02283105	-0.198275862	-0.22779922800000002	-0.196347032	-0.212121212	-0.113402062	0.039473684	-0.027027027000000002	0.94	0.78	0.95	1	0.108	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
820	820	2476	C28	2475	538.9000244	691.7000122000001	401.7000122	464	524.0999756	1081.36	0.5367	0.041662	-0.026819	0.014843	5.0	8.5	98	110	174	110	-0.2438	-0.223	-0.1741	-0.0694	0.0408	0.0884	0.1351	0.2217	0.134	0.0298	-0.2424	-0.2351	-0.1731	0.1622	0.0901	-0.14932126699999998	-0.167259786	-0.233576642	-0.17562724	-0.188976378	0.144278607	0.117647059	-0.056277056	-0.208	-0.233576642	-0.21621621600000002	-0.214285714	-0.140096618	0.039473684	-0.010752688	0.57	0.54	0.49	1	0.037	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0
821	821	2477	C28	2476	641.2000122000001	995.0999756000001	585.5	532	688.4000244	1081.44	0.5422	0.120556	-0.068728	0.051828	6.6999998	8.199999799999999	98	102	159	99	-0.2298	-0.221	-0.1884	-0.0722	0.0194	-0.0044	0.1183	0.1378	0.0495	0.0215	-0.2385	-0.2268	-0.1502	0.2344	0.125	-0.14285714300000002	-0.163120567	-0.21611721600000003	-0.115384615	-0.168141593	0.074285714	0.072625698	-0.053658537	-0.2109375	-0.25435540100000004	-0.18407960199999998	-0.135135135	-0.16981132100000002	0.013157895	-0.019607843	0.68	0.78	0.71	1	0.087	2.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
822	822	2528	C28	2527	1045.1999512	1678.1999512000002	976.5999756000001	1241	1235.1999512	1080.84	0.2362	-0.003986	0.005261	0.001275	11.3000002	24.7000008	92	89	124	85	-0.2042	-0.1937	-0.1553	0.1327	0.2527	0.2864	0.434	0.375	0.2571	0.0363	-0.177	-0.1674	0.0936	0.5749	0.4603	-0.19658119699999999	-0.212598425	-0.195020747	-0.136929461	-0.027322403999999998	0.37704918	0.296969697	0.12222222199999999	0.044585987	-0.222641509	-0.18556701	-0.197969543	-0.005405405	0.197278912	0.180722892	1.1	1.3200001000000001	1.1900001	1	0.108	2.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
823	823	2529	C28	2528	1168.3000488	1702.0999755999997	1035.5999756	1400	1326.4000244000001	1080.74	0.1957	-0.000163	0.001808	0.001644	12.5	22.8999996	92	88	124	81	-0.2	-0.2016	-0.1698	0.1289	0.2265	0.2965	0.4161	0.3301	0.2717	0.0667	-0.1907	-0.1724	0.0561	0.5512	0.4592	-0.18260869600000001	-0.195219124	-0.214876033	-0.136929461	-0.04395604400000001	0.35911602200000003	0.27710843399999996	0.092896175	0.052631579000000005	-0.23076923100000002	-0.183246073	-0.19587628899999998	0.005524861999999999	0.2	0.183431953	1.23	1.33	1.26	1	0.116	3.0	3.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
824	824	2530	C28	2529	1059.6999512	1708.0999755999997	1001.0	1263	1258.0999755999999	1080.66	0.168	0.006213	-0.00681	-0.000597	12.3999996	24.0	94	89	123	86	-0.2096	-0.1984	-0.1553	0.1053	0.2283	0.2718	0.4198	0.343	0.2874	0.0681	-0.1848	-0.1674	0.098	0.5686	0.4815	-0.187772926	-0.2	-0.21666666699999998	-0.145228216	-0.064516129	0.355555556	0.26506024100000003	0.09189189199999999	0.052631579000000005	-0.22480620199999998	-0.178947368	-0.191709845	-0.027624309	0.18918918899999998	0.144578313	1.12	1.34	1.22	1	0.109	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
825	825	2531	C28	2530	1205.8000488	1825.6999512000002	1038.3000488	1232	1325.5	1080.55	0.3179	0.004918	-0.005537	-0.000618	11.1000004	22.3999996	92	89	116	83	-0.2082	-0.1984	-0.15	0.1278	0.2391	0.2864	0.3951	0.3524	0.2717	0.057	-0.1792	-0.1602	0.0769	0.5665	0.4555	-0.187772926	-0.212598425	-0.214876033	-0.151020408	-0.064516129	0.37777777799999995	0.27710843399999996	0.08791208800000001	0.038961038999999996	-0.218390805	-0.183246073	-0.18367346899999998	-0.016042781000000002	0.18120805399999998	0.144578313	1.27	1.4299998999999999	1.26	1	0.078	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
826	826	2532	C28	2531	1210.4000244000001	1704.1999512000002	1054.5	1258	1306.6999512	1080.45	0.2161	-0.011475	0.002418	-0.009057	11.8000002	21.2999992	92	85	118	82	-0.2055	-0.2077	-0.1605	0.1161	0.2198	0.2965	0.3697	0.3365	0.2832	0.0404	-0.1848	-0.1588	0.0628	0.5077	0.4545	-0.18260869600000001	-0.203125	-0.219917012	-0.136929461	-0.038674033	0.38043478299999994	0.296969697	0.112359551	0.038961038999999996	-0.22605364	-0.177083333	-0.179487179	-0.032608696	0.19463087199999998	0.139393939	1.28	1.34	1.28	1	0.035	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
827	827	2533	C28	2532	1118.8000488	1378.5999755999999	865.0999756000001	1207	1142.4000244000001	1080.45	0.1768	0.002984	-0.003959	-0.000975	12.3999996	22.0	92	89	126	84	-0.2109	-0.2077	-0.1585	0.1404	0.2366	0.3232	0.3827	0.3052	0.2881	0.0462	-0.1963	-0.1724	0.0472	0.4545	0.3298	-0.18260869600000001	-0.214545455	-0.214876033	-0.118644068	-0.027322403999999998	0.387096774	0.292682927	0.071823204	0.03030303	-0.223076923	-0.178947368	-0.177664975	-0.010869565	0.18666666699999998	0.120481928	1.1799998999999999	1.08	1.05	1	0.109	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
828	828	2534	C28	2533	1139.4000244000001	1357.0	1042.5	1243	1195.5	1080.46	0.2267	0.002382	0.000335	0.002717	12.5	23.5	96	85	124	82	-0.2121	-0.1985	-0.1553	0.1542	0.2275	0.33	0.3789	0.3462	0.2881	0.0452	-0.1792	-0.1674	0.028	0.4688	0.2796	-0.187772926	-0.214285714	-0.21457489899999999	-0.11666666699999999	-0.035532995	0.39130434799999997	0.269461078	0.071823204	0.005988024000000001	-0.22727272699999998	-0.172774869	-0.185929648	-0.005405405	0.173333333	0.122807018	1.2	1.0599999	1.27	1	0.116	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
829	829	2535	C28	2534	1196.0999755999999	1427.4000244000001	1007.7000122000002	1163	1198.5	1080.47	0.2924	0.010422	-0.010638	-0.000216	12.0	20.8999996	92	87	119	81	-0.2119	-0.2105	-0.1605	0.1304	0.2128	0.3069	0.3455	0.3333	0.2841	0.0606	-0.1831	-0.1799	0.0423	0.4792	0.2813	-0.187772926	-0.218637993	-0.220883534	-0.097046414	-0.043902439	0.387096774	0.301204819	0.066666667	-0.033333333	-0.22727272699999998	-0.183246073	-0.177664975	-0.021276596000000002	0.135135135	0.126436782	1.26	1.12	1.23	1	0.063	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
830	830	2536	C28	2535	1165.8000488	1455.4000244000001	980.0999756000001	971	1143.0	1080.47	0.2311	0.01501	-0.012363	0.002646	11.1000004	17.7999992	92	87	116	80	-0.2145	-0.2105	-0.1462	0.1102	0.1813	0.2745	0.3659	0.3209	0.2697	0.0439	-0.1946	-0.1741	0.018	0.4845	0.3617	-0.17857142899999998	-0.218637993	-0.21912350600000002	-0.088607595	-0.02970297	0.34408602200000005	0.260606061	0.072625698	-0.054347825999999995	-0.22433460100000002	-0.18556701	-0.196172249	-0.089005236	0.099337748	0.126436782	1.23	1.14	1.1900001	1	0.082	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
831	831	2537	C28	2536	1168.5999755999999	1540.0	962.0999756000001	864	1133.8000488	1080.46	0.1799	0.004905	-0.00567	-0.000766	10.1999998	16.5	96	92	130	87	-0.2079	-0.2105	-0.1561	0.07	0.1443	0.233	0.3133	0.3398	0.2655	0.0439	-0.2018	-0.1713	0.0218	0.5104	0.369	-0.187214612	-0.21708185100000002	-0.220883534	-0.070175439	-0.01010101	0.37704918	0.308641975	0.079545455	-0.082474227	-0.22846441899999997	-0.191709845	-0.201923077	-0.10769230800000001	0.12	0.154761905	1.23	1.21	1.17	1	0.144	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
832	832	2538	C28	2537	1166.5	1494.8000488	897.5999756000001	905	1116.0999755999999	1080.46	0.1469	-0.003534	0.002506	-0.001029	8.300000200000001	16.0	98	95	136	90	-0.2182	-0.206	-0.1561	0.0833	0.1458	0.2057	0.321	0.3401	0.2955	0.1146	-0.2103	-0.1829	0.0218	0.5313	0.3579	-0.189427313	-0.22648083600000002	-0.23015873	-0.080168776	-0.067307692	0.39130434799999997	0.320987654	0.032967033	-0.077720207	-0.23134328399999998	-0.18279569899999998	-0.18627451	-0.10769230800000001	0.12	0.185628743	1.23	1.17	1.09	1	0.112	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
833	833	2539	C28	2538	1218.5999755999999	1553.0999755999999	846.2999877999998	832	1112.4000244000001	1080.46	0.0947	-0.021689	0.011575	-0.010115	7.8000002	15.800000199999998	98	95	146	97	-0.2105	-0.2119	-0.1494	0.0871	0.1443	0.2344	0.3797	0.32	0.2614	0.1031	-0.2218	-0.1797	0.0086	0.4545	0.4054	-0.198237885	-0.222222222	-0.23015873	-0.091666667	-0.08490566	0.362162162	0.214285714	-0.024875622000000003	-0.163636364	-0.234848485	-0.185185185	-0.190243902	-0.097435897	0.08724832199999999	0.076086957	1.28	1.22	1.03	1	0.179	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
834	834	2540	C28	2539	1057.8000488	1583.0999755999999	749.0	679	1017.0999756000001	1080.51	0.1792	-0.016489	0.005551	-0.010938	6.900000099999999	13.6000004	98	99	152	100	-0.2185	-0.2161	-0.1573	0.0	0.0918	0.1362	0.354	0.3166	0.2135	0.0964	-0.2263	-0.188	0.0043	0.5104	0.3904	-0.19819819800000002	-0.23287671199999999	-0.21400778199999998	-0.107569721	-0.105990783	0.297297297	0.22352941199999998	-0.03960396	-0.157407407	-0.222222222	-0.18556701	-0.19819819800000002	-0.111111111	0.073825503	0.038674033	1.11	1.24	0.91	1	0.228	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	1.0	1.0
