	FID	ID	FIELD	OID_1	YLD00	YLD01	YLD02	YLD03	AVGYLD	ELE	SLOPE	CURV	PRO	PLAN	EC_SH	EC_DP	BAND1	BAND2	BAND3	BAND4	VI00_520	VI00_528	VI00_613	VI00_707	VI00_715	VI00_723	VI00_816	VI00_824	VI00_901	VI00_917	VI01_616	VI01_624	VI01_710	VI01_827	VI01_912	VI02_518	VI02_526	VI02_619	VI02_713	VI02_721	VI02_830	VI02_907	VI02_923	VI03_505	VI03_529	VI03_606	VI03_622	VI03_724	VI03_825	VI03_926	STD00	STD01	STD02	STD03	CV	M3_00	M3_01	M3_02	M3_03	M3_AV	CL_AV	CL_00	CL_01	CL_02	CL_03
400	400	3932	C29	3931	571.5999756	1130.4000244000001	1031.5999756	919	913.0	1080.03	0.175	-0.004482	0.004965	0.000483	19.5	33.0999985	84	81	106	74	-0.2138	-0.2078	-0.2	0.0507	0.1958	0.3005	0.3459	0.3434	0.0568	-0.0727	-0.2018	-0.1951	-0.0311	0.3299	0.1456	-0.211618257	-0.216730038	-0.20689655199999998	0.013215858999999998	0.08808290199999999	0.36170212799999996	0.23255814	-0.01980198	-0.074285714	-0.23880597	-0.170454545	-0.141176471	0.015873016	0.076923077	-0.038251366	0.66	0.92	0.96	1	0.151	2.0	2.0	2.0	1.0	3.0	1.0	3.0	3.0	3.0	1.0
401	401	3933	C29	3932	884.7999877999998	1174.3000488	1232.3000488	997	1072.0999756	1079.98	0.0793	0.000825	0.001654	0.002479	22.5	37.0999985	84	78	103	73	-0.2028	-0.2063	-0.1976	0.0783	0.2151	0.291	0.375	0.36	0.069	-0.0727	-0.2018	-0.1784	-0.0522	0.3895	0.2228	-0.206751055	-0.218390805	-0.205240175	0.004405286	0.06185567	0.386243386	0.25443787	0.015384615	-0.064102564	-0.22779922800000002	-0.170454545	-0.16167664699999998	0.0	0.08219178099999999	-0.031914894	1.02	0.96	1.15	1	0.081	1.0	3.0	3.0	3.0	1.0	3.0	1.0	3.0	3.0	3.0
402	402	3934	C29	3933	1001.0	1037.1999512	1144.5999755999999	869	1013.0999756000001	1079.94	0.1254	0.005191	-0.003151	0.00204	22.2999992	35.5	86	82	107	73	-0.2042	-0.2016	-0.1928	0.0935	0.2324	0.3155	0.4125	0.3668	0.0636	-0.0811	-0.2072	-0.1852	-0.048	0.3333	0.1919	-0.206751055	-0.212355212	-0.2	-0.00877193	0.014925373	0.38219895299999995	0.228070175	0.020618557	-0.058064516	-0.23773584899999997	-0.165714286	-0.16167664699999998	0.010416667	0.074829932	-0.031914894	1.16	0.84	1.0700001000000001	1	0.141	1.0	3.0	3.0	1.0	3.0	1.0	1.0	3.0	3.0	1.0
403	403	3935	C29	3934	893.7999877999998	1028.0	1259.5999755999999	895	1019.0	1079.87	0.1223	-0.000654	0.000884	0.00023	22.7999992	37.2000008	88	78	103	73	-0.2192	-0.2016	-0.1951	0.0943	0.2043	0.3191	0.4088	0.401	0.0898	-0.0727	-0.2127	-0.1885	-0.0089	0.3161	0.1374	-0.2	-0.22137404600000002	-0.21551724100000003	-0.038297872000000004	0.035532995	0.372972973	0.167630058	-0.005128205	-0.082802548	-0.231939163	-0.162790698	-0.16867469899999998	0.015384615	0.074829932	-0.005347594000000001	1.03	0.84	1.17	1	0.137	1.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0
404	404	3936	C29	3935	976.0	1249.3000488	1196.5	870	1072.9000244	1079.81	0.1136	-0.006676	0.000482	-0.006194	22.7999992	37.9000015	88	78	103	73	-0.1972	-0.2112	-0.1902	0.0691	0.2151	0.3191	0.45	0.393	0.1043	-0.0791	-0.2018	-0.1818	-0.0311	0.3438	0.2526	-0.206751055	-0.229007634	-0.205240175	-0.042735043	0.040816327	0.315217391	0.204819277	-0.035175879	-0.064935065	-0.238461538	-0.172413793	-0.170454545	0.0	0.074829932	0.027027027000000002	1.13	1.02	1.12	1	0.09	1.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0
405	405	3937	C29	3936	970.9000243999999	1252.0999755999999	1133.0999755999999	829	1046.1999512	1079.76	0.0996	-0.000841	0.000161	-0.000679	22.2000008	36.9000015	86	78	101	69	-0.1986	-0.2016	-0.1852	0.0943	0.2193	0.3368	0.4534	0.42	0.0964	-0.0806	-0.2018	-0.1818	-0.0268	0.369	0.2421	-0.211864407	-0.22480620199999998	-0.194690265	-0.021645022000000003	0.045685279	0.38378378399999996	0.19512195100000002	-0.025641026	-0.08974359	-0.238461538	-0.179190751	-0.170454545	-0.02020202	0.081081081	0.02173913	1.12	1.02	1.0599999	1	0.093	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0
406	406	3938	C29	3937	878.2000122000002	1201.0	1177.9000244000001	811	1016.9000243999999	1079.7	0.1118	-0.000926	0.000776	-0.00015	22.2999992	36.5999985	90	77	106	71	-0.1831	-0.1937	-0.1925	0.1028	0.2324	0.3231	0.434	0.4021	0.0824	-0.0909	-0.2018	-0.175	-0.0046	0.3757	0.2526	-0.2	-0.21400778199999998	-0.201754386	0.013452915	0.066666667	0.40331491700000005	0.18292682899999999	-0.030927835	-0.095541401	-0.231939163	-0.162790698	-0.170454545	-0.02	0.081081081	0.05027933	1.02	0.98	1.1	1	0.091	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	1.0
407	407	3939	C29	3938	891.5999756000001	1183.0999755999999	1223.8000488	792	1022.5999756000001	1079.65	0.1025	0.000327	-0.000448	-0.000121	23.1000004	37.2000008	86	78	103	70	-0.1802	-0.2016	-0.1824	0.108	0.2366	0.3402	0.45	0.3608	0.0706	-0.0927	-0.1944	-0.1799	-0.0275	0.4043	0.262	-0.205128205	-0.21400778199999998	-0.205240175	0.017857143	0.07853403099999999	0.38043478299999994	0.214723926	-0.02617801	-0.057324840999999994	-0.23137254899999998	-0.15789473699999998	-0.154285714	-0.020618557	0.081081081	0.122807018	1.03	0.96	1.14	1	0.118	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0
408	408	3940	C29	3939	821.5	1232.5	1228.8000488	870	1038.0999756	1079.6	0.0973	-0.004278	0.001304	-0.002974	24.7000008	37.4000015	84	76	101	69	-0.1844	-0.2032	-0.195	0.1068	0.2391	0.3542	0.4805	0.3403	0.0706	-0.0874	-0.1792	-0.178	0.0047	0.4426	0.262	-0.201716738	-0.21875	-0.194570136	0.009090909	0.084210526	0.423913043	0.296969697	-0.031578947	-0.08974359	-0.22709163300000001	-0.164705882	-0.156626506	-0.016949153	0.095890411	0.07344632799999999	0.95	1.0	1.15	1	0.097	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
409	409	3941	C29	3940	861.5999756000001	1329.5	1293.4000244000001	993	1119.5	1079.56	0.0684	0.000311	-0.000481	-0.00017	25.0	35.9000015	82	78	96	68	-0.1929	-0.1984	-0.2	0.1176	0.2343	0.3542	0.48	0.3438	0.1553	-0.0462	-0.1848	-0.1624	-0.0048	0.4595	0.3189	-0.19298245600000002	-0.21912350600000002	-0.196347032	0.023255814	0.100529101	0.434554974	0.3	0.005464481	-0.07792207799999999	-0.235059761	-0.16167664699999998	-0.15789473699999998	0.012195122	0.123287671	0.122807018	1.0	1.08	1.21	1	0.088	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
410	410	3942	C29	3941	1029.9000244	1320.3000488	1407.0	923	1170.0	1079.53	0.1005	0.003896	-0.004427	-0.000531	24.1000004	36.5999985	84	75	88	66	-0.1808	-0.1967	-0.1921	0.1429	0.2832	0.3646	0.4968	0.399	0.2152	-0.0051	-0.1584	-0.166	-0.0048	0.4754	0.3923	-0.192825112	-0.21739130399999998	-0.188940092	0.037383177999999996	0.141304348	0.40625	0.373493976	0.07777777799999999	-0.06918239	-0.219512195	-0.146341463	-0.156462585	0.0	0.13888888900000002	0.164705882	1.1900001	1.0700001000000001	1.3099999	1	0.136	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0
411	411	3943	C29	3942	1077.5999755999999	1446.5999755999999	1524.0	964	1253.0	1079.48	0.1602	-0.003425	0.000541	-0.002884	25.2999992	39.9000015	80	73	91	67	-0.1852	-0.2033	-0.1871	0.0813	0.2768	0.3711	0.5032	0.43	0.1829	-0.0537	-0.165	-0.1724	0.0145	0.4392	0.3333	-0.2	-0.214285714	-0.201834862	0.058252427	0.17127071800000002	0.41666666700000005	0.32934131699999997	0.10989011	-0.09202454	-0.235059761	-0.153374233	-0.156462585	-0.035714286	0.152777778	0.257861635	1.25	1.1799998999999999	1.42	1	0.158	1.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0
412	412	3944	C29	3943	1016.4000243999999	1347.0	1392.1999512	806	1140.3000488	1079.44	0.1535	-0.020981	0.010071	-0.01091	28.2000008	45.2000008	84	75	92	66	-0.1838	-0.1967	-0.1795	0.1111	0.2614	0.3613	0.5	0.4673	0.1361	-0.0821	-0.1707	-0.173	0.0142	0.5135	0.3812	-0.20547945199999998	-0.22352941199999998	-0.194570136	0.066666667	0.19101123600000003	0.437837838	0.269461078	0.1	-0.077844311	-0.213114754	-0.155279503	-0.148648649	-0.035714286	0.15862069	0.30909090899999997	1.1799998999999999	1.1	1.3	1	0.181	1.0	1.0	3.0	3.0	1.0	3.0	1.0	3.0	3.0	3.0
413	413	3945	C29	3944	1037.5	1366.6999512	1410.4000244000001	1132	1236.6999512	1079.48	0.2112	-0.012192	0.0005	-0.011691	25.7000008	39.4000015	86	75	98	67	-0.1942	-0.208	-0.172	0.161	0.2402	0.3579	0.4935	0.4372	0.0383	-0.0826	-0.177	-0.177	0.0	0.4632	0.3093	-0.186915888	-0.2265625	-0.196347032	0.028037383	0.124324324	0.36666666700000006	0.16867469899999998	0.06145251400000001	-0.082872928	-0.23137254899999998	-0.163636364	-0.17105263199999998	-0.011764706000000002	0.172413793	0.286549708	1.2	1.11	1.3099999	1	0.082	1.0	1.0	3.0	3.0	1.0	3.0	1.0	3.0	3.0	3.0
414	414	3946	C29	3945	993.7999877999998	1168.5	1293.4000244000001	1080	1133.9000244000001	1079.54	0.0831	0.013134	-0.013737	-0.000604	22.2000008	30.7000008	86	74	100	68	-0.1941	-0.208	-0.1585	0.1495	0.3111	0.3927	0.5132	0.3438	0.0273	-0.0909	-0.2	-0.2	0.0	0.4545	0.2804	-0.19069767399999998	-0.22480620199999998	-0.20704845800000002	-0.004524887	0.052083332999999996	0.30726257	0.19277108399999998	-0.030927835	-0.079365079	-0.24163568800000002	-0.169590643	-0.146666667	0.041420118	0.129251701	0.162011173	1.15	0.95	1.21	1	0.116	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0
415	415	3947	C29	3946	867.2000122000002	1148.4000244000001	1133.6999512	1018	1041.9000244	1079.51	0.1346	0.00369	-0.006494	-0.002804	22.2000008	29.7999992	80	75	102	71	-0.2014	-0.208	-0.1617	0.1261	0.2527	0.3474	0.4631	0.198	-0.0211	-0.1092	-0.2124	-0.1937	-0.0088	0.4457	0.268	-0.198156682	-0.233716475	-0.225531915	-0.03930131	0.020408163	0.374301676	0.23809523800000001	-0.025125627999999997	-0.098445596	-0.237037037	-0.170454545	-0.15	0.034883721	0.072847682	0.060773481	1.0	0.93	1.0599999	1	0.074	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0
416	416	3948	C29	3947	803.5	1150.8000488	998.0	993	986.2999877999998	1079.41	0.2971	0.012943	-0.01323	-0.000288	22.1000004	36.7999992	80	77	102	72	-0.2168	-0.2078	-0.1512	0.1211	0.2193	0.285	0.4054	0.2222	0.0108	-0.1121	-0.2052	-0.2016	-0.0088	0.4063	0.2438	-0.198113208	-0.236641221	-0.22175732199999998	-0.050847458	0.051546392	0.374301676	0.25	0.0050761420000000005	-0.128205128	-0.235294118	-0.18390804600000002	-0.171597633	0.04	0.065789474	0.07344632799999999	0.93	0.94	0.93	1	0.068	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0
417	417	3949	C29	3948	842.7999877999998	1214.9000244000001	1162.5	1038	1064.5999756	1079.24	0.4248	0.001168	-0.002244	-0.001076	19.8999996	51.7999992	82	82	106	73	-0.2234	-0.2016	-0.1462	0.1222	0.2527	0.2917	0.3333	0.2222	0.1978	-0.0796	-0.2121	-0.1701	-0.0088	0.4764	0.3163	-0.196172249	-0.20502092100000002	-0.206751055	-0.025423729	0.083333333	0.374301676	0.152542373	0.047120419000000004	-0.12169312199999999	-0.24444444399999998	-0.179190751	-0.16091954	0.011494253000000001	0.051282050999999995	0.111111111	0.98	0.99	1.08	1	0.068	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0
418	418	3950	C29	3949	1077.5	1250.0999755999999	1123.1999512	1134	1146.1999512	1079.05	0.4	-0.003256	0.001365	-0.001891	19.1000004	41.9000015	82	85	115	76	-0.2115	-0.2065	-0.1529	0.1101	0.2614	0.3402	0.4595	0.2836	0.1828	0.0	-0.1897	-0.1967	0.0179	0.3571	0.2843	-0.19607843100000003	-0.18085106399999998	-0.205240175	-0.093117409	0.030927835	0.35911602200000003	0.010526316	-0.009803922	-0.15555555599999998	-0.23255814	-0.176470588	-0.186813187	-0.078651685	0.092105263	0.111111111	1.25	1.02	1.05	1	0.119	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	2.0	3.0
419	419	3973	C29	3972	675.5999756	1171.8000488	1099.5	1086	1008.2999877999998	1080.0	0.1567	-0.008869	0.006576	-0.002293	16.600000400000003	36.2999992	82	81	105	75	-0.2098	-0.2063	-0.193	0.0711	0.1958	0.2105	0.4161	0.3793	0.1034	-0.0594	-0.2108	-0.2034	-0.0308	0.3505	0.2577	-0.2	-0.222641509	-0.205240175	0.009090909	0.09375	0.35828877	0.26744186	-0.0050251259999999996	-0.061728395	-0.22779922800000002	-0.170454545	-0.15789473699999998	0.021052632	0.109589041	0.052023121	0.78	0.95	1.02	1	0.162	2.0	2.0	2.0	3.0	2.0	1.0	3.0	3.0	3.0	3.0
420	420	3974	C29	3973	721.5999756	1092.1999512	1133.5	1091	1009.5	1079.96	0.0708	-0.002997	0.000939	-0.002059	20.7999992	36.5	82	78	107	74	-0.2098	-0.2063	-0.1856	0.0798	0.2234	0.3262	0.3951	0.3663	0.0568	-0.0642	-0.2072	-0.1934	-0.0311	0.3789	0.2222	-0.21008403399999998	-0.222641509	-0.205240175	-0.00862069	0.066666667	0.41666666700000005	0.271676301	0.047120419000000004	-0.026315789	-0.22433460100000002	-0.165714286	-0.165644172	0.027027027000000002	0.08965517199999999	-0.026455026	0.83	0.89	1.0599999	1	0.16	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0
421	421	3975	C29	3974	874.2999877999998	1149.8000488	1153.0	1006	1045.6999512	1079.92	0.0922	0.003302	-0.000875	0.002427	22.2000008	36.5	80	78	107	74	-0.2042	-0.2016	-0.1856	0.0884	0.2128	0.337	0.3988	0.3663	0.0562	-0.0826	-0.2072	-0.1837	-0.0435	0.3333	0.194	-0.20502092100000002	-0.218390805	-0.20689655199999998	0.004291845	0.06122449	0.393617021	0.197674419	0.042105263	-0.075949367	-0.231939163	-0.170454545	-0.15	0.021052632	0.08965517199999999	0.016759777	1.01	0.94	1.0700001000000001	1	0.068	3.0	3.0	3.0	3.0	3.0	1.0	1.0	3.0	3.0	3.0
422	422	3976	C29	3975	893.0999756000001	1059.0999756	1160.6999512	925	1009.4000243999999	1079.87	0.1042	0.002207	0.000527	0.002734	21.0	34.4000015	86	82	107	74	-0.1986	-0.2062	-0.1856	0.0783	0.1813	0.3155	0.3988	0.39	0.0636	-0.0826	-0.2054	-0.1736	-0.0348	0.3161	0.1626	-0.20502092100000002	-0.231939163	-0.212121212	-0.00862069	0.070707071	0.39037433200000005	0.207100592	0.0	-0.050632910999999996	-0.233082707	-0.165714286	-0.156626506	0.015384615	0.074829932	0.0	1.03	0.86	1.08	1	0.094	3.0	3.0	3.0	3.0	3.0	1.0	1.0	3.0	3.0	3.0
423	423	3977	C29	3976	835.5	1065.4000244	1220.4000244000001	838	989.7999877999998	1079.82	0.1065	0.00217	-0.001614	0.000555	22.8999996	36.4000015	86	82	103	74	-0.2042	-0.2109	-0.1779	0.0502	0.1765	0.285	0.4395	0.3731	0.1043	-0.0791	-0.2127	-0.1803	-0.0311	0.3438	0.2103	-0.21008403399999998	-0.23018867899999998	-0.20689655199999998	-0.00862069	0.065989848	0.37967914399999997	0.167630058	-0.03030303	-0.064102564	-0.23773584899999997	-0.169590643	-0.154761905	0.015384615	0.081081081	0.005405405	0.97	0.87	1.14	1	0.119	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	1.0
424	424	3978	C29	3977	747.2000122000001	1172.5999755999999	1217.8000488	834	992.7999877999998	1079.77	0.1126	-0.000804	-0.000636	-0.00144	22.3999996	37.5	84	78	95	73	-0.1972	-0.2062	-0.1951	0.0648	0.1957	0.3021	0.4395	0.393	0.1071	-0.0755	-0.2055	-0.1918	-0.018	0.369	0.2228	-0.21008403399999998	-0.229007634	-0.205240175	-0.012987013	0.06122449	0.384615385	0.214285714	-0.035532995	-0.088607595	-0.234848485	-0.169590643	-0.16167664699999998	-0.014925373	0.08724832199999999	0.05027933	0.86	0.95	1.14	1	0.124	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
425	425	3979	C29	3978	785.5	1136.5	1191.0	839	988.0	1079.71	0.1274	-0.001574	0.000488	-0.001086	23.0	37.5999985	82	78	100	73	-0.2014	-0.2109	-0.1852	0.0892	0.2065	0.3093	0.4395	0.3949	0.033	-0.0755	-0.2055	-0.1852	-0.0268	0.3757	0.2228	-0.20689655199999998	-0.215384615	-0.205240175	-0.013215858999999998	0.06185567	0.4	0.20958083800000002	-0.045685279	-0.082802548	-0.231939163	-0.164705882	-0.171597633	-0.034482759	0.094594595	0.038251366	0.91	0.92	1.11	1	0.098	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
426	426	3980	C29	3979	809.0999756	1238.5999755999999	1162.6999512	826	1009.0	1079.65	0.1038	-0.002752	0.000602	-0.00215	23.1000004	36.9000015	84	78	103	73	-0.2042	-0.1984	-0.1852	0.0698	0.1872	0.3026	0.4395	0.3128	0.0562	-0.0806	-0.1944	-0.1736	-0.018	0.4011	0.2356	-0.20689655199999998	-0.229007634	-0.20689655199999998	-0.008695652	0.050505050999999995	0.405405405	0.25	-0.040816327	-0.08974359	-0.22605364	-0.154761905	-0.147928994	-0.02970297	0.10067114099999999	0.05027933	0.94	1.01	1.08	1	0.083	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
427	427	3981	C29	3980	836.7000122000001	1395.5	1207.8000488	926	1091.5	1079.61	0.0859	-0.002003	0.001848	-0.000155	24.0	36.7000008	86	78	103	71	-0.1888	-0.1968	-0.1902	0.109	0.1872	0.3542	0.45	0.2775	0.093	-0.1068	-0.2018	-0.1715	-0.018	0.4526	0.2698	-0.205240175	-0.22137404600000002	-0.2	0.013452915	0.076923077	0.462365591	0.32934131699999997	0.010638298000000001	-0.095541401	-0.23735408600000002	-0.16867469899999998	-0.151515152	-0.005405405	0.10067114099999999	0.111111111	0.97	1.14	1.13	1	0.088	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
428	428	3982	C29	3981	880.2999877999998	1538.0999755999999	1339.9000244000001	1042	1200.0999755999999	1079.58	0.0568	-0.002888	0.001206	-0.001682	22.7000008	35.7999992	82	78	97	69	-0.1815	-0.2033	-0.1801	0.1038	0.2556	0.3299	0.4902	0.2953	0.1515	-0.0874	-0.1907	-0.1695	-0.0046	0.5106	0.3189	-0.203539823	-0.225296443	-0.207207207	0.02283105	0.115789474	0.476439791	0.31707317100000004	0.010869565	-0.082802548	-0.23015873	-0.153374233	-0.15584415599999998	0.012195122	0.144827586	0.19512195100000002	1.02	1.25	1.25	1	0.111	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0
429	429	3983	C29	3982	891.2000122000002	1355.6999512	1316.6999512	1069	1158.0999755999999	1079.56	0.0596	0.002921	-0.00255	0.00037	23.1000004	37.0999985	84	77	91	67	-0.2	-0.1983	-0.1923	0.1111	0.2655	0.3782	0.4969	0.399	0.1758	-0.0577	-0.1963	-0.1695	-0.0048	0.4611	0.3441	-0.20535714300000002	-0.21739130399999998	-0.207207207	0.052631579000000005	0.124324324	0.43157894700000005	0.289940828	0.049723757	-0.0875	-0.232	-0.160493827	-0.148648649	0.005988024000000001	0.15862069	0.204819277	1.03	1.1	1.23	1	0.085	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0
430	430	3984	C29	3983	878.5999756000001	1265.9000244000001	1302.3000488	1009	1114.0	1079.54	0.1103	0.004564	-0.006386	-0.001822	23.2000008	35.5	84	75	96	69	-0.1986	-0.2126	-0.1899	0.0762	0.2273	0.3402	0.4839	0.3706	0.093	-0.0577	-0.2018	-0.1765	0.0093	0.4392	0.3189	-0.20547945199999998	-0.21739130399999998	-0.207207207	0.028037383	0.12568306	0.43157894700000005	0.32934131699999997	0.082872928	-0.075	-0.235059761	-0.160493827	-0.154362416	-0.005847953	0.136986301	0.218934911	1.02	1.03	1.21	1	0.087	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0
431	431	3985	C29	3984	916.2999877999998	1247.5999755999999	1337.8000488	1114	1153.9000244000001	1079.53	0.1306	0.004852	-0.009186	-0.004334	23.0	35.2000008	80	77	99	68	-0.1929	-0.1968	-0.1824	0.0704	0.2135	0.3368	0.4737	0.3706	0.033	-0.0791	-0.1907	-0.1736	-0.0138	0.3978	0.2268	-0.20535714300000002	-0.215686275	-0.212121212	0.013824885	0.11702127699999999	0.439153439	0.231707317	0.043478261	-0.076923077	-0.22957198399999998	-0.154761905	-0.154362416	-0.005847953	0.136986301	0.233532934	1.0599999	1.01	1.25	1	0.113	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0
432	432	3986	C29	3985	862.0999756000001	990.0	1229.5999755999999	1120	1050.4000244	1079.55	0.0904	0.01079	-0.008764	0.002027	21.5	32.5	80	77	105	71	-0.1886	-0.2222	-0.1829	0.1019	0.1978	0.3579	0.4172	0.3505	-0.0206	-0.0909	-0.2	-0.1918	-0.0182	0.3656	0.206	-0.19819819800000002	-0.22137404600000002	-0.205240175	-0.035087718999999996	0.0625	0.325966851	0.134502924	0.0	-0.082872928	-0.22433460100000002	-0.172413793	-0.15032679699999998	0.005780347	0.150684932	0.20231213899999997	1.0	0.81	1.15	1	0.178	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0
433	433	3987	C29	3986	816.0	1081.0	989.7000122000002	1066	988.2999877999998	1079.54	0.0861	0.012696	-0.009146	0.00355	21.5	30.399999600000005	86	78	106	72	-0.2056	-0.2078	-0.1716	0.1193	0.2283	0.3333	0.4133	0.2474	-0.0157	-0.0973	-0.2054	-0.1858	-0.0306	0.3757	0.2323	-0.194570136	-0.22727272699999998	-0.205240175	-0.03030303	0.040816327	0.310734463	0.166666667	-0.064676617	-0.09473684199999999	-0.242647059	-0.172413793	-0.15584415599999998	0.041420118	0.129251701	0.12087912099999999	0.94	0.88	0.92	1	0.121	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
434	434	3988	C29	3987	756.0999756	1112.8000488	971.0	1030	967.4000243999999	1079.47	0.2408	0.017289	-0.013407	0.003882	22.0	31.2000008	78	77	105	73	-0.2125	-0.2171	-0.1676	0.1261	0.2	0.2917	0.3548	0.14	-0.0558	-0.1169	-0.2052	-0.1825	-0.0351	0.3613	0.21	-0.19266055	-0.22779922800000002	-0.22175732199999998	-0.066115702	0.040816327	0.352272727	0.186046512	-0.058823529000000006	-0.11224489800000001	-0.244604317	-0.172413793	-0.158536585	0.051428571	0.086092715	0.049180327999999995	0.87	0.91	0.91	1	0.108	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0
435	435	3989	C29	3988	731.7000122000001	1067.4000244	962.0	943	926.0	1079.32	0.4044	0.00968	-0.008288	0.001392	20.6000004	42.2999992	82	81	109	77	-0.2192	-0.2129	-0.1609	0.1161	0.2275	0.2718	0.3816	0.1584	0.0582	-0.1121	-0.2155	-0.1905	-0.0298	0.3065	0.21	-0.19248826300000002	-0.22556391	-0.214876033	-0.050847458	0.035532995	0.31891891899999997	0.162011173	-0.01980198	-0.137055838	-0.25	-0.170454545	-0.162011173	0.028248587999999998	0.058064516	0.038251366	0.85	0.87	0.9	1	0.076	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0
436	436	3990	C29	3989	918.0	1128.0	1062.5999756	1094	1050.5999756	1079.12	0.431	-0.002725	0.003232	0.000507	20.1000004	37.0999985	88	89	125	79	-0.2207	-0.2231	-0.1512	0.0164	0.1771	0.2984	0.4161	0.1415	0.1728	-0.0583	-0.2	-0.2016	-0.013	0.4315	0.2611	-0.192307692	-0.241666667	-0.20502092100000002	-0.050420168	0.024875622000000003	0.19587628899999998	0.020833333	-0.028846154	-0.151832461	-0.246376812	-0.179190751	-0.177664975	-0.022727273	0.0	0.038251366	1.0599999	0.92	0.99	1	0.111	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	2.0	3.0
437	437	4011	C29	4010	863.5999756000001	1147.8000488	1200.0	1216	1106.9000244000001	1079.94	0.0744	-0.007505	0.002402	-0.005103	16.5	37.5999985	92	82	110	76	-0.2	-0.2129	-0.1834	0.0857	0.2155	0.2581	0.4198	0.3831	0.0497	-0.0762	-0.2054	-0.1833	-0.0306	0.3538	0.198	-0.21138211399999998	-0.23018867899999998	-0.21008403399999998	0.004366812	0.065989848	0.294117647	0.137724551	-0.033816425	-0.080745342	-0.226765799	-0.170454545	-0.113924051	0.005235602	0.08	0.039548023	1.0	0.93	1.12	1	0.171	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0
438	438	4012	C29	4011	640.5	1163.1999512	1046.3000488	1047	974.2000122000002	1079.91	0.0843	-0.00124	-0.001229	-0.002469	18.6000004	37.5	88	82	115	74	-0.2056	-0.2109	-0.1765	0.1132	0.2169	0.2842	0.3988	0.3731	0.0497	-0.0991	-0.2054	-0.1755	-0.0303	0.3717	0.1579	-0.21138211399999998	-0.223880597	-0.206751055	-0.012875536000000002	0.045685279	0.28342246	0.122807018	-0.034482759	-0.050632910999999996	-0.22509225100000002	-0.18435754199999999	-0.156626506	0.020618557	0.08724832199999999	0.010752688	0.74	0.95	0.98	1	0.161	3.0	3.0	3.0	3.0	3.0	1.0	3.0	1.0	3.0	3.0
439	439	4013	C29	4012	749.2999877999999	1134.1999512	1068.8000488	956	977.0999756000001	1079.86	0.0833	-0.002304	0.001274	-0.001031	19.2000008	36.2000008	86	82	111	74	-0.2056	-0.2109	-0.1765	0.0734	0.1856	0.2828	0.3827	0.3695	0.0621	-0.0991	-0.2054	-0.1736	-0.0306	0.3789	0.1667	-0.21138211399999998	-0.23018867899999998	-0.194805195	-0.021459227	0.04040404	0.32972973	0.162790698	-0.03030303	-0.050632910999999996	-0.233576642	-0.175141243	-0.171597633	0.020408163	0.08219178099999999	-0.005347594000000001	0.87	0.92	1.0	1	0.073	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0
